mol_id,PKI,conformations (ns),0,1,2,3,5,8,9,10,19,20,21,31,32,75,76,100,101
1,7.698970004336019,4.87,16.993,2.141,1.436,0.826,0.163,0.542,0.361,0.404,0.55,0.257,0.141,0.201,0.29,0.198,0.162,0.435,0.316
2,7.698970004336019,2.15,19.041,7.767,1.125,0.682,0.151,0.54,0.382,0.335,0.654,0.244,0.154,0.268,0.182,0.318,0.241,0.419,0.35
3,8.0,2.21,249.296,9.721,1.313,0.958,0.153,0.946,0.492,0.405,0.899,0.32,0.201,0.356,0.246,0.391,0.214,0.614,0.473
4,8.0,3.72,23.397,7.448,1.019,0.734,0.149,0.553,0.357,0.353,0.471,0.223,0.101,0.252,0.166,0.304,0.177,0.421,0.265
5,7.301029995663981,5.29,18.926,7.854,1.207,0.676,0.151,0.535,0.394,0.378,0.855,0.22,0.237,0.265,0.215,0.323,0.313,0.436,0.437
6,4.721246399047171,3.83,262.538,5.985,0.903,0.974,0.157,0.914,0.525,0.37,0.934,0.327,0.139,0.404,0.208,0.389,0.257,0.603,0.467
7,4.638272163982407,5.99,218.495,7.67,2.145,0.957,0.157,0.55,0.383,0.339,0.481,0.296,0.2,0.334,0.241,0.308,0.262,0.424,0.325
8,7.096910013008056,8.48,199.21,11.124,4.703,0.926,0.151,0.366,0.561,0.441,0.351,0.383,0.432,0.444,0.433,0.497,0.462,0.456,0.389
9,7.522878745280337,4.48,17.219,5.892,1.315,0.705,0.153,0.44,0.385,0.346,0.503,0.19,0.121,0.28,0.174,0.246,0.219,0.39,0.271
10,7.0,8.93,13.976,7.308,1.292,0.619,0.151,0.463,0.37,0.375,0.589,0.167,0.316,0.234,0.27,0.214,0.26,0.403,0.357
11,7.522878745280337,3.1,98.724,16.819,4.411,0.823,0.149,0.157,0.496,0.293,0.114,0.408,0.155,0.408,0.218,0.436,0.168,0.315,0.226
12,6.102372908709558,8.46,268.81,8.53,1.091,0.965,0.151,0.466,0.363,0.399,0.43,0.36,0.142,0.267,0.208,0.327,0.243,0.409,0.311
13,5.801342913045577,3.85,16.401,7.915,1.407,0.638,0.151,0.422,0.395,0.358,0.488,0.406,0.187,0.336,0.216,0.538,0.292,0.392,0.36
14,6.200659450546418,3.3,144.101,19.1,3.649,0.864,0.149,0.148,0.432,0.225,0.134,0.508,0.275,0.397,0.172,0.622,0.085,0.268,0.305
15,6.823908740944319,8.62,417.768,204.23,2.806,0.669,0.147,0.554,0.338,0.353,0.501,0.5,0.177,0.316,0.227,0.755,0.149,0.415,0.393
16,7.698970004336019,5.55,15.793,8.247,0.887,0.634,0.153,0.491,0.386,0.344,0.389,0.245,0.077,0.269,0.147,0.313,0.156,0.407,0.237
17,7.838631997765025,4.88,268.042,18.156,1.216,0.933,0.164,0.941,0.552,0.452,0.951,0.444,0.147,0.475,0.232,0.48,0.27,0.648,0.514
18,4.701146923590294,7.02,220.309,8.915,0.911,0.957,0.161,0.714,0.468,0.304,0.79,0.446,0.072,0.445,0.136,0.268,0.183,0.495,0.436
19,5.221848749616356,8.84,14.143,2.87,1.433,0.767,0.161,0.577,0.355,0.273,0.532,0.166,0.056,0.228,0.114,0.258,0.103,0.402,0.251
20,8.0,8.12,217.893,10.44,1.201,0.949,0.16,0.765,0.398,0.391,0.871,0.242,0.222,0.312,0.267,0.173,0.228,0.518,0.445
21,7.522878745280337,4.52,26.101,1.792,0.914,0.906,0.156,0.591,0.415,0.321,0.465,0.19,0.081,0.24,0.149,0.331,0.168,0.443,0.245
22,6.920818753952375,9.56,378.056,6.287,0.781,0.982,0.153,0.951,0.488,0.286,1.044,0.364,0.057,0.381,0.117,0.444,0.145,0.575,0.488
